benchmark,model_key,model_revision,budget,task_id,seed,method,status,job_id,SUN,mSUN,AUDC,observed_scientific_responses,interim_SUN,raw_result_sha256,receipt_sha256,scope_registration_sha256
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Al-V-Zn,1,baseline,complete,budget-final-made-a50bdf512ef495cd2a5fbb3c,12,0.4,0.4088888888888889,30,,a40c2dcc5e96a80af21e0c35ee2cf59907557c1b668facb74555daa98a0038fd,ce9da8a7b6e71cdc8351782c36dee1e058d52b09af286b87435dabb1541e3afb,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Al-V-Zn,1,esopt_graph_risk,complete,budget-final-made-2ebbedb51225fe4d4920de4b,12,0.4,0.3422222222222222,30,,876d33adda136195d3e759e5e313dcb42c65a814a0ec911911c4913a3c42f1a6,8cf64f9782d1cafa43fc140ab146883685e5b5ec1fa773c65b1e0c760e0815f9,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Au-Cr-Cs-Dy,1,baseline,complete,budget-final-made-0f82537991ac5e00ab89edf1,0,0.0,0.0,30,,eb51be250e71518e8c33f086b786d9efa07baccd77960b5d5030a74853440a38,5b0b09a41dd2442ac3b484352387fe0bb5c0d3b2554f35c543c1cb4b2424e4cb,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Au-Cr-Cs-Dy,1,esopt_graph_risk,complete,budget-final-made-e8a4bb098fe498d06e5fefc0,0,0.0,0.0,30,,c341f37cb2f07b22d211e3ec0176dde853c56e8882b1c6b08db8c5ebb4928295,bdf0429d5bd4c76aa122f63eb2f7591b46becfa583438dfae7fee9c45539e778,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Au-K-Tb,1,baseline,complete,budget-final-made-9068c1f42a4e19b5aad40540,18,0.6,0.6311111111111111,30,,31c92b435eb6fedaa07bfec437bafa6a4ad96f64613d75cd679ce99316766d07,cfeacc210c443be3df6bea2eb55b2910e694d0c1f9714d6a0abf16ec0ff353e1,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Au-K-Tb,1,esopt_graph_risk,complete,budget-final-made-c59e1b9d87045dbf2d81c82b,3,0.1,0.06555555555555556,30,,b9340cac79f02c247e242cac145d96976e01b722e5f0182e94ace274b8c9f2eb,d69e74b6e220963b969247881f698fed0232c977af0f629fe98fc8d56320367d,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Au-Tb-V-Y,1,baseline,complete,budget-final-made-ff8a825b8e2ac6d1d4f7532c,0,0.0,0.0,30,,2e902a909c9ed18bfd74616870e07a68a2a226b745c78098d366f005d112658f,6bef133324a5e326b4ad079f85a51dc66c0efc2120b3f2c4d66f6763c223a83d,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Au-Tb-V-Y,1,esopt_graph_risk,complete,budget-final-made-8b0f5d5e10193a64efa50b47,0,0.0,0.0,30,,fcfc45806ed0f207df4918e433434721e07a3ada479d6b162f6facf1eb6d5cb0,7ac0331408044ff0744e9dd420197779ef6e7c892dd8e7686dfd6599828a529d,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ba-Be-Hf-Li,1,baseline,complete,budget-final-made-9b22f46f38016340b4c7029a,0,0.0,0.0,30,,afcf9460b5bd8c0f5f7af1cbfab92652fe878b22be99f578514d985f50182c6d,d89e7b056daf98ae91b9b45b0fcaee8f61140afeb2f58c474b310e670ddf2e9b,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ba-Be-Hf-Li,1,esopt_graph_risk,complete,budget-final-made-bcf101858cf19e586a18f9b2,0,0.0,0.0,30,,faf237496d7e7c921b90698ed2338aa4e921e737e9e1b96207ca4eb725912b09,37e55a65ef9c188fbaa9ec49125d126bcf017cd409ec9bfb0e4576a97bf24463,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ba-Nd-Ni-W,1,baseline,complete,budget-final-made-aa6d5d1f650c00591d6456ac,0,0.0,0.0,30,,83f88ab773b130e8bbff8922debbc8c3f079eb37f2fc73a3a01b6fb3e7777ff0,bfa1da6ceb82ed3e1edc93aad41ddeeac241958c1b7b6fb279816f6ddea1a3cf,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ba-Nd-Ni-W,1,esopt_graph_risk,complete,budget-final-made-29687eadc1cd9b021ab3531e,0,0.0,0.0,30,,d290ef8e1b4cffae29fc82bd7fce15538c10c5bc8641a4b99df1d2dbb46340b5,408f844c81fc30fd6bc5f0b28845b0422dabc0ea2bb20304eb7f7dcec48e555c,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ca-Fe-Gd-Pb-Tb,1,baseline,complete,budget-final-made-de4b07758928f3ec69fc5ba8,0,0.0,0.0,30,,67301171b60dba68484b86faa5a99cd1877275ab4036f73ab0b5f2e204a61d30,c0b3e00221b434b5d9381c541955b1fa1f54a0a62f443bf8676a1babdb25d14e,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ca-Fe-Gd-Pb-Tb,1,esopt_graph_risk,complete,budget-final-made-5229dd593febbbedf3d3fc63,0,0.0,0.0,30,,998e1cd57c214513882de5571a6a9da868ecd7244ab50d1b59b2b6ad81708082,2fc2317e10c8492dbeef3d421d791a76c09c13cf3f628c3b2d88a10b29706622,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ca-Pd-Sn-W,1,baseline,complete,budget-final-made-a6e4dac0bf2f5ff023d4600e,0,0.0,0.0,30,,88e39a0fbc800981c7ebcf2d512fa2aaae6bf779f612b83ee9f88bd33be8149a,6f01f2d80d95a206da713a7838df535bd82c66117388e3fb56cf67f929d5d767,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ca-Pd-Sn-W,1,esopt_graph_risk,complete,budget-final-made-9e1ea458840dddf355f8c735,0,0.0,0.0,30,,f203f1d5d84256fe468e492f73420f98c7d117ed3437a72dd6e0333da39fbfa6,7eaa599049708290e32114eed6172d5f150084e8250d3e5b0907a07bc8dbe1bd,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Cd-Gd-Mn-Na-Ta,1,baseline,complete,budget-final-made-b1ade687c701620d36bd740e,0,0.0,0.0,30,,2b8da3ab4781b5fa0a1ddf1a948f288e7bc9d5cabe68580491ab1ad0f1bcc8be,08a2f8cd0ee8ed0661baa9153a3749c7d6c7a383602ac8d7513c1f193fbae217,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Cd-Gd-Mn-Na-Ta,1,esopt_graph_risk,complete,budget-final-made-ae7150fca0797615db04e008,0,0.0,0.0,30,,d9ee3285aa5a3e95433d0209472cc0ef65d2ae3db9b6fc0dfaf0b5c99d2182fe,218a3ac51074345ea26cd3f9abbea1193252e1cc4f20ed1473a229c5687fba1b,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Cd-Li-Nd-Ti-W,1,baseline,complete,budget-final-made-bddfff2e8be0e2e021389547,2,0.06666666666666667,0.12666666666666668,30,,8eecc4f567265f9229c3b444f11ef91b3b5516e5e73d9f9eaf40ba7ab73fffec,c6f0b5d3c637dc9832a429fd7ef79ba24a3afe1499313a8d5d17850e50e838b0,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Cd-Li-Nd-Ti-W,1,esopt_graph_risk,complete,budget-final-made-9d3cce6ae5efa343d55faaab,11,0.36666666666666664,0.46555555555555556,30,,763c6d38fafbf5b46dad004351214749b02e66ca692abe11852f452559a5d363,80235e4dce9d9572c312badcf3d34ce36f097650338feeb7d67f8c881605e9b4,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ce-Er-Pb-Rh,1,baseline,complete,budget-final-made-b4d790d068ffda2c4c0b6d0e,3,0.1,0.12111111111111111,30,,32b53fa2379f8801f7fef7f2edbd2c7beeb40ce32b7239716c4b98c3234c5cea,ec0198a33ec6abbcb24977b45a510c58e5c3eebf328c578ce8856f44fb231aca,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ce-Er-Pb-Rh,1,esopt_graph_risk,complete,budget-final-made-feba53f749cef504945566d0,4,0.13333333333333333,0.2222222222222222,30,,4ac6f71a275ed8b65fce9c59ff8901aadf1351c6f67b0f23a7fb913383a7d9b8,9ec51bae55d6cc47cc854367bbd753b059edb1cc7d706b99501b7c746fa3c8e3,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ce-Ir-Pt-Sn,1,baseline,complete,budget-final-made-16b918b793239e8a99966f5b,12,0.4,0.35555555555555557,30,,4ff25007216c279c254dc674ed68a2b9ea21f7c1d35f685fbfd01411d521ffa9,f02df5eebe13de82864e2c6864b1d9ed492ffa47fb2aff24e84d8c35cada051c,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ce-Ir-Pt-Sn,1,esopt_graph_risk,complete,budget-final-made-b4647f4d12e520b6f6b754b6,4,0.13333333333333333,0.24888888888888888,30,,1e07bf1335eacff7bca5c4cf4a61b38409e899d221d681ed6eef0a3e414dde03,0445515c2b89f755aeef724a8a4c55fafe874acc80fb798861a5ea372e113c9b,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Dy-Ta-Y,1,baseline,complete,budget-final-made-262660dfe20db2bf5f76fd1f,1,0.03333333333333333,0.05444444444444444,30,,146e207f17b33429c6e7be58f4c47293de55ea5198cde9708b8a7cbff7aefc96,fe4eef1b8150618f6847d409f72d7b2d478f5dd6e86649a17671d9db0513a14c,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Dy-Ta-Y,1,esopt_graph_risk,complete,budget-final-made-00a04ffb87a19d2d73501421,2,0.06666666666666667,0.035555555555555556,30,,fb0b3b131a3f3e29a8c823c854b777087a8486fe1adc85e96a24778c8c3c91b7,b3e6bfb7a063a17cbabd11ed35b7c3362f197baf88e8ba4a6d09d34639cd9653,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Dy-W,1,baseline,complete,budget-final-made-c68456aaf690e4e9e5bab24e,0,0.0,0.0,30,,505e444ca4d5458b02b424de10f705a7d7e8b1ff85f27a382a84a8042c07533e,8e8fb2a0a16eb7eb94187648c375d21f7b3947a36ebf4373d01375cc80dbbffd,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Dy-W,1,esopt_graph_risk,complete,budget-final-made-cdab6d281c262ce6eaa95c04,0,0.0,0.0,30,,9b8cb4fdd4c9a209e97f6a2616370a8f79475a74a5e5a15422d2a0525ca7c9e0,3e968bbfde7db4c376bcf3e074285fbf959b3422c70e7af39895c7a4d3cffbc6,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Hf-In-Ru-Tm,1,baseline,complete,budget-final-made-c3eb2f7011caf4b6e10457c7,0,0.0,0.0,30,,f199eab8bf9288e8ee3d456ec69519860d422fedf7fc47c2fd036e5a91b224e8,cf1092106b37c03ca9b72fbdb55fc85922d217083f6519173f23668a1c298ffb,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Hf-In-Ru-Tm,1,esopt_graph_risk,complete,budget-final-made-a063d242d76f022307b0f927,0,0.0,0.0,30,,a17c7b4adba477a3d445c7641f2745418705d5d1540e3aac9ed3e2397d1de1bd,4802691760f6338874e2533ef1590c6c36d256c8b277b42c574f28b7555e6ebe,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Hg-Mg-Sr-W,1,baseline,complete,budget-final-made-e1e84092306de12ec73ae8fb,0,0.0,0.0,30,,9c656bc2843bff2119e1e48c0f5df7da226ddb64f9893f1f7b17b7ef0cfed1d9,d3bb4146285d576a6b9825bd51563b6ac516916674e34d0a0240c3b4724684b4,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Hg-Mg-Sr-W,1,esopt_graph_risk,complete,budget-final-made-ad7247aa48b4fab7318ccfd3,0,0.0,0.0,30,,11fe757b94b13ce4c90ed03e8897bb91a2b13139f305504a4ba9f485a6209e9d,235baacda5a00688e2bc952c353d7f59905889ab93e4b60118846914d1518ec2,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Mg-Na,1,baseline,complete,budget-final-made-57b95bfdfcf86615de0d6000,0,0.0,0.0,30,,71095b213da82aa0bd8a3ac79425fefd3325b9c194be778e70907b30104057d2,c91169fa10063b03f3ccd1f6a37c7bec30b50d03f401b92f3d0499550a68ac06,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Mg-Na,1,esopt_graph_risk,complete,budget-final-made-60a93cb79b903b44c94c8108,0,0.0,0.0,30,,6b99d9b97c3be36bc8e7f9c5bd0138615c6106a62464581df1a46400074c15b9,846e6c751ac76181f345950fd19de5b3b607cd9c17a88fc421907bb2f840fa68,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Pd-Tl,1,baseline,complete,budget-final-made-8f47284bf3a0ec57b02b8dd8,3,0.1,0.15666666666666668,30,,574c78a41a1f106de923ece5a9ed81c067f5cbf6749982d4e6d067529f50b6a3,6d546d9aec339292ec1518ac52d6e6ed0dabe4ccd24f8f8a07fa9e4d2b91507d,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Co-Pd-Tl,1,esopt_graph_risk,complete,budget-final-made-bfeeaafeaa530163bba4bd71,0,0.0,0.0,30,,80c757b2fcb02a1f6f56545b50a200584282cd083dfb256885dba339e792bae6,f50757e48349b75d78ce5c3e648b301e68c629bc43a2e86554c965d8ec7b6517,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Cr-Fe-Lu-Pt-Sc,1,baseline,complete,budget-final-made-e9a7da445d7240ef049e95a9,0,0.0,0.0,30,,e7a88b96cf148252cbe37d5d6843b9c11d1dcebb060dd2903d7d198483ee6382,c842717b0785fa41eede59a3a428b99fd38c88234ccaf51114c785996246be23,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Cr-Fe-Lu-Pt-Sc,1,esopt_graph_risk,complete,budget-final-made-893f84eddaeedf0653681ba6,0,0.0,0.0,30,,de1a2ea6589a031f01a99540679e855692796d1d93886b3d2f0439e41ac4ec3d,c25dd4f95468014ceae4e2b3466c7b5f1aaaf6da037a3267a38450273757fdd3,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Dy-K-Pd-Sm,1,baseline,complete,budget-final-made-06f81b4369ee9018526cd3b1,0,0.0,0.0,30,,5a9aca7075de9465c048e66e1c522e4c55cc636f701622efe910f929476c1451,8c256273d6f49e6dc3e17e354358ab53b65652b276f9fbd50a56f5fa1f472acd,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Dy-K-Pd-Sm,1,esopt_graph_risk,complete,budget-final-made-5b45a11bf112cc71ad9d8641,3,0.1,0.17666666666666667,30,,753a1f2ca1674cfe5817ba2427032d076a3cde4a3497de2b979d2708a69ea14e,bf7ce67f9cfd658527f9856674da20e21a2b2ee4033cef91a284ce4c067c547b,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Eu-Nb-Sn-Tl,1,baseline,complete,budget-final-made-82f6c7518cee0a7d9a7c0d28,0,0.0,0.0,30,,a9a381e4c7827e362610845b5f8a2695979f44b10516b6c4d465e867a8c3dbae,bf658302487250c217ffd9ff378d392aaf4b3f3212cd3a89b6f68c9cb4165b75,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Eu-Nb-Sn-Tl,1,esopt_graph_risk,complete,budget-final-made-43d658e0fd9b07b57a04d94a,0,0.0,0.0,30,,d4e93d97122efaeb8db405c7e82182956c7a368f4e1e2ffd6b8faf80383052b7,4c51af1626c5fd5a41d4ed1a56910104f230d56a89c7d12d63676841e9aed2f7,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ga-Ho-Lu,1,baseline,complete,budget-final-made-c7271a54a71297bd6edd144f,10,0.3333333333333333,0.4177777777777778,30,,eb1ec7265e68e83f350b115881782aab23a9bfa45e8076f0dd8e5734c3206d7e,63e48a5db6a3a6d6e7a4d8b7d9938fafb458ab64945eb7bfa4ce63e2fb773b83,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ga-Ho-Lu,1,esopt_graph_risk,complete,budget-final-made-918bd9462b0f8ade79ece0bc,11,0.36666666666666664,0.40555555555555556,30,,fb660b666c933f4bf1f63131617a0586bf95c18e676dcc1b141cda2a0e16c431,52245978769545e034a3b863b5110ab78841b7075e766c43317a6d7c5f4d404e,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ga-Pt-Tm,1,baseline,complete,budget-final-made-bff71cb764d235df71da7a55,15,0.5,0.5855555555555556,30,,d4765aefe99ab15e023c2faf2e4fec9976e9569c8a0e5163ccf790ad37675a65,d1469e6905b76296043311bda1a6681850418219bc43a01da35727d37495cf73,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ga-Pt-Tm,1,esopt_graph_risk,complete,budget-final-made-68c87be7a3b5e0b57321e69c,10,0.3333333333333333,0.46444444444444444,30,,ee88011ec52e3d9a0eccfa6d7920553292ff990dc5dd2a46991a84a448efb3c4,7e4b3e14b93f7d9b05bb57ee7b4941ed1d253174d353a3fcd707f1e733b35ad3,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Hf-Ni-Zr,1,baseline,complete,budget-final-made-96bc0fa4964476d79dfdca15,15,0.5,0.45222222222222225,30,,c4cc2c61c6f5b5d93b795985e37570e9574fe68b0da3c8edd1ac4d75c7bf77fd,210c66a8963e9b67c9c97a97513550d0ce2a9ee91b8900dc7abea037edb307b8,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Hf-Ni-Zr,1,esopt_graph_risk,complete,budget-final-made-b4bdf78cadbefaabf1c3bc2f,10,0.3333333333333333,0.28,30,,ccb4684f4c0779bff3ad67c6004f1c0b0f9c3d9122a752e2f1a639811c1059b9,fcc4dfbc3fba6d2ca59e64e9654738d0cb2bfbe4c18a0b4c565072f687ef7599,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ho-In-Mg-Pd-Zr,1,baseline,complete,budget-final-made-1eb7afc5ad399f91ae53aef8,0,0.0,0.0,30,,e7ddeed586215172870f7525468eb61d28701c8f23579304731f9bac0cbd83e4,efb5c2bab3fdbe4c1624d07304ca0e0fe3aa4db53620a09f073d28101a3a09d9,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Ho-In-Mg-Pd-Zr,1,esopt_graph_risk,complete,budget-final-made-350e8a392b1a3b32c99aed5a,0,0.0,0.0,30,,b87cc4bd6b6c2ff5acaa2a6447ceb99399ee1c363955a2ea04ca42aab3319cd4,ece4d22f332f7520ad5259f2286205e72b65a0773e330ef25d6ebe228be52a0e,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Mg-Sn-Sr,1,baseline,complete,budget-final-made-cadd08e961acf270bbe53218,27,0.9,0.9077777777777778,30,,d2f8aeb4f2490bd1ad33c309769bf976de13f3f6c81053e9a36952620a8df699,002e34bc12a2a6ef650984facad6b5f16ba0ef4fdb9a609b7ac2933cf5c68d5b,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,30,Mg-Sn-Sr,1,esopt_graph_risk,complete,budget-final-made-d8dd53ba40cb0e54b6ca1e92,15,0.5,0.5255555555555556,30,,d964d50731e352b98aebaae7159e1cbb29ab815213b442ce3fdc960e7c4fc6c0,92bd0f0f3c4272f27f34c7bf784a24738efea6a870c75b641668b82f0fdf024d,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ag-Nd-Pd-Pt-Tb,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ag-Nd-Pd-Pt-Tb,1,esopt_graph_risk,complete,budget-final-made-a3a3592adc44012eb5ddeb3a,19,0.38,0.2964,50,,33216eb21e833987b2456795e76e153cb9f31441c9e9360ab5bef21d17b4fcc3,45d8ac6c6712e510692bedf6fcabde5f5f9cc210da374174381044962fd5df88,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Al-Hg-K-Mg-W,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Al-Hg-K-Mg-W,1,esopt_graph_risk,complete,budget-final-made-e621dd32dab37ee731ce4f9a,0,0.0,0.0,50,,8c66ed909106985ac254f03fb2df3e50914132ac13412c290789153d239ddfac,3e078ee6acefaf7b8e38861cea51aebafc375df9061d9510676843f2790be933,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Al-Li-V,1,baseline,complete,budget-final-made-6d233e5c4026401bfeed1cb5,22,0.44,0.4776,50,,3b4d343fc0c82485692485f95594e139c2e736947ce2bf2412d170cffe024282,f5499b1e901d792907cf31423292c2e3d0f93132db091f2e6b28f8aab6c6bf1e,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Al-Li-V,1,esopt_graph_risk,complete,budget-final-made-eb1a75750247f9ba7198b375,3,0.06,0.0844,50,,5fb174448f2613064339457e83202959201507ba2be260b448c7e8900ec68d1b,0631c5203cd929089240db537b1dddf9755738758e36847e3b7e856f3168e645,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Al-Lu-Pt-Rb-Sm,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
