family,NN_seed,calibration,policy_seed,bin,lower,upper,upper_inclusive,count,mean_predicted_no_HVI,observed_no_HVI_fraction
graph,1729,calibrated,5104,9,0.9,1.0,True,28,0.974408854331289,0.9642857142857143
graph,1729,calibrated,5105,0,0.0,0.1,False,0,,
graph,1729,calibrated,5105,1,0.1,0.2,False,0,,
graph,1729,calibrated,5105,2,0.2,0.3,False,0,,
graph,1729,calibrated,5105,3,0.3,0.4,False,0,,
graph,1729,calibrated,5105,4,0.4,0.5,False,0,,
graph,1729,calibrated,5105,5,0.5,0.6,False,0,,
graph,1729,calibrated,5105,6,0.6,0.7,False,2,0.6371602118015289,1.0
graph,1729,calibrated,5105,7,0.7,0.8,False,7,0.7595603040286473,1.0
graph,1729,calibrated,5105,8,0.8,0.9,False,7,0.8373662318502154,1.0
graph,1729,calibrated,5105,9,0.9,1.0,True,28,0.9835731280701501,1.0
graph,1730,raw,all,0,0.0,0.1,False,0,,
graph,1730,raw,all,1,0.1,0.2,False,0,,
graph,1730,raw,all,2,0.2,0.3,False,0,,
graph,1730,raw,all,3,0.3,0.4,False,0,,
graph,1730,raw,all,4,0.4,0.5,False,0,,
graph,1730,raw,all,5,0.5,0.6,False,2,0.567209780216217,1.0
graph,1730,raw,all,6,0.6,0.7,False,13,0.66503212085137,1.0
graph,1730,raw,all,7,0.7,0.8,False,26,0.7497280331758353,1.0
graph,1730,raw,all,8,0.8,0.9,False,35,0.8489027057375227,0.9428571428571428
graph,1730,raw,all,9,0.9,1.0,True,148,0.9726523386465536,0.972972972972973
graph,1730,raw,5101,0,0.0,0.1,False,0,,
graph,1730,raw,5101,1,0.1,0.2,False,0,,
graph,1730,raw,5101,2,0.2,0.3,False,0,,
graph,1730,raw,5101,3,0.3,0.4,False,0,,
graph,1730,raw,5101,4,0.4,0.5,False,0,,
graph,1730,raw,5101,5,0.5,0.6,False,0,,
graph,1730,raw,5101,6,0.6,0.7,False,3,0.6569300492604574,1.0
graph,1730,raw,5101,7,0.7,0.8,False,4,0.7247537076473236,1.0
graph,1730,raw,5101,8,0.8,0.9,False,8,0.844615526497364,1.0
graph,1730,raw,5101,9,0.9,1.0,True,30,0.9784272491931916,0.9666666666666667
graph,1730,raw,5102,0,0.0,0.1,False,0,,
graph,1730,raw,5102,1,0.1,0.2,False,0,,
graph,1730,raw,5102,2,0.2,0.3,False,0,,
graph,1730,raw,5102,3,0.3,0.4,False,0,,
graph,1730,raw,5102,4,0.4,0.5,False,0,,
graph,1730,raw,5102,5,0.5,0.6,False,0,,
graph,1730,raw,5102,6,0.6,0.7,False,3,0.663559357325236,1.0
graph,1730,raw,5102,7,0.7,0.8,False,2,0.7584227621555328,1.0
graph,1730,raw,5102,8,0.8,0.9,False,7,0.854124401296888,0.7142857142857143
graph,1730,raw,5102,9,0.9,1.0,True,33,0.9716197432893695,0.9696969696969697
graph,1730,raw,5103,0,0.0,0.1,False,0,,
graph,1730,raw,5103,1,0.1,0.2,False,0,,
graph,1730,raw,5103,2,0.2,0.3,False,0,,
graph,1730,raw,5103,3,0.3,0.4,False,0,,
graph,1730,raw,5103,4,0.4,0.5,False,0,,
graph,1730,raw,5103,5,0.5,0.6,False,1,0.5997227430343628,1.0
graph,1730,raw,5103,6,0.6,0.7,False,2,0.6635445058345795,1.0
graph,1730,raw,5103,7,0.7,0.8,False,4,0.7481610476970673,1.0
graph,1730,raw,5103,8,0.8,0.9,False,6,0.856469730536143,1.0
graph,1730,raw,5103,9,0.9,1.0,True,32,0.9717628303915262,0.96875
graph,1730,raw,5104,0,0.0,0.1,False,0,,
graph,1730,raw,5104,1,0.1,0.2,False,0,,
graph,1730,raw,5104,2,0.2,0.3,False,0,,
graph,1730,raw,5104,3,0.3,0.4,False,0,,
graph,1730,raw,5104,4,0.4,0.5,False,0,,
graph,1730,raw,5104,5,0.5,0.6,False,1,0.5346968173980713,1.0
graph,1730,raw,5104,6,0.6,0.7,False,3,0.6780868570009867,1.0
graph,1730,raw,5104,7,0.7,0.8,False,7,0.7520748972892761,1.0
graph,1730,raw,5104,8,0.8,0.9,False,9,0.8448090818193223,1.0
graph,1730,raw,5104,9,0.9,1.0,True,25,0.9708827805519104,0.96
graph,1730,raw,5105,0,0.0,0.1,False,0,,
graph,1730,raw,5105,1,0.1,0.2,False,0,,
graph,1730,raw,5105,2,0.2,0.3,False,0,,
graph,1730,raw,5105,3,0.3,0.4,False,0,,
graph,1730,raw,5105,4,0.4,0.5,False,0,,
graph,1730,raw,5105,5,0.5,0.6,False,0,,
graph,1730,raw,5105,6,0.6,0.7,False,2,0.6612998843193054,1.0
graph,1730,raw,5105,7,0.7,0.8,False,9,0.7577666706509061,1.0
graph,1730,raw,5105,8,0.8,0.9,False,5,0.8467399120330811,1.0
graph,1730,raw,5105,9,0.9,1.0,True,28,0.9702784653220858,1.0
graph,1730,calibrated,all,0,0.0,0.1,False,0,,
graph,1730,calibrated,all,1,0.1,0.2,False,0,,
graph,1730,calibrated,all,2,0.2,0.3,False,0,,
graph,1730,calibrated,all,3,0.3,0.4,False,0,,
graph,1730,calibrated,all,4,0.4,0.5,False,0,,
graph,1730,calibrated,all,5,0.5,0.6,False,1,0.5380539894104004,1.0
graph,1730,calibrated,all,6,0.6,0.7,False,13,0.6714259936259344,1.0
graph,1730,calibrated,all,7,0.7,0.8,False,19,0.7488401908623544,1.0
graph,1730,calibrated,all,8,0.8,0.9,False,38,0.8511120645623458,0.9736842105263158
graph,1730,calibrated,all,9,0.9,1.0,True,153,0.9770372603453842,0.9673202614379085
graph,1730,calibrated,5101,0,0.0,0.1,False,0,,
graph,1730,calibrated,5101,1,0.1,0.2,False,0,,
graph,1730,calibrated,5101,2,0.2,0.3,False,0,,
graph,1730,calibrated,5101,3,0.3,0.4,False,0,,
graph,1730,calibrated,5101,4,0.4,0.5,False,0,,
graph,1730,calibrated,5101,5,0.5,0.6,False,0,,
graph,1730,calibrated,5101,6,0.6,0.7,False,3,0.6709245840708414,1.0
graph,1730,calibrated,5101,7,0.7,0.8,False,4,0.7430544048547745,1.0
graph,1730,calibrated,5101,8,0.8,0.9,False,7,0.8591290286609105,1.0
graph,1730,calibrated,5101,9,0.9,1.0,True,31,0.9816810796337743,0.967741935483871
graph,1730,calibrated,5102,0,0.0,0.1,False,0,,
graph,1730,calibrated,5102,1,0.1,0.2,False,0,,
graph,1730,calibrated,5102,2,0.2,0.3,False,0,,
graph,1730,calibrated,5102,3,0.3,0.4,False,0,,
graph,1730,calibrated,5102,4,0.4,0.5,False,0,,
graph,1730,calibrated,5102,5,0.5,0.6,False,0,,
graph,1730,calibrated,5102,6,0.6,0.7,False,3,0.6780752936999003,1.0
graph,1730,calibrated,5102,7,0.7,0.8,False,1,0.739498496055603,1.0
graph,1730,calibrated,5102,8,0.8,0.9,False,7,0.8599729367664882,0.8571428571428571
graph,1730,calibrated,5102,9,0.9,1.0,True,34,0.9766143911025104,0.9411764705882353
graph,1730,calibrated,5103,0,0.0,0.1,False,0,,
graph,1730,calibrated,5103,1,0.1,0.2,False,0,,
graph,1730,calibrated,5103,2,0.2,0.3,False,0,,
graph,1730,calibrated,5103,3,0.3,0.4,False,0,,
graph,1730,calibrated,5103,4,0.4,0.5,False,0,,
graph,1730,calibrated,5103,5,0.5,0.6,False,0,,
graph,1730,calibrated,5103,6,0.6,0.7,False,3,0.655087431271871,1.0
graph,1730,calibrated,5103,7,0.7,0.8,False,3,0.7514894406000773,1.0
graph,1730,calibrated,5103,8,0.8,0.9,False,6,0.860755850871404,1.0
graph,1730,calibrated,5103,9,0.9,1.0,True,33,0.9763140389413545,0.9696969696969697
graph,1730,calibrated,5104,0,0.0,0.1,False,0,,
graph,1730,calibrated,5104,1,0.1,0.2,False,0,,
graph,1730,calibrated,5104,2,0.2,0.3,False,0,,
graph,1730,calibrated,5104,3,0.3,0.4,False,0,,
graph,1730,calibrated,5104,4,0.4,0.5,False,0,,
graph,1730,calibrated,5104,5,0.5,0.6,False,1,0.5380539894104004,1.0
graph,1730,calibrated,5104,6,0.6,0.7,False,2,0.6824462115764618,1.0
graph,1730,calibrated,5104,7,0.7,0.8,False,6,0.7468312978744507,1.0
graph,1730,calibrated,5104,8,0.8,0.9,False,10,0.8502969026565552,1.0
graph,1730,calibrated,5104,9,0.9,1.0,True,26,0.9751424330931443,0.9615384615384616
graph,1730,calibrated,5105,0,0.0,0.1,False,0,,
graph,1730,calibrated,5105,1,0.1,0.2,False,0,,
graph,1730,calibrated,5105,2,0.2,0.3,False,0,,
graph,1730,calibrated,5105,3,0.3,0.4,False,0,,
graph,1730,calibrated,5105,4,0.4,0.5,False,0,,
graph,1730,calibrated,5105,5,0.5,0.6,False,0,,
graph,1730,calibrated,5105,6,0.6,0.7,False,2,0.6756917834281921,1.0
graph,1730,calibrated,5105,7,0.7,0.8,False,5,0.7561582803726197,1.0
graph,1730,calibrated,5105,8,0.8,0.9,False,8,0.8301300704479218,1.0
graph,1730,calibrated,5105,9,0.9,1.0,True,29,0.975090742111206,1.0
graph,1731,raw,all,0,0.0,0.1,False,0,,
graph,1731,raw,all,1,0.1,0.2,False,0,,
graph,1731,raw,all,2,0.2,0.3,False,0,,
graph,1731,raw,all,3,0.3,0.4,False,0,,
graph,1731,raw,all,4,0.4,0.5,False,1,0.4894590675830841,1.0
graph,1731,raw,all,5,0.5,0.6,False,4,0.5634611248970032,1.0
graph,1731,raw,all,6,0.6,0.7,False,17,0.6598444966708913,1.0
graph,1731,raw,all,7,0.7,0.8,False,40,0.7543926894664764,1.0
graph,1731,raw,all,8,0.8,0.9,False,37,0.8505520723961495,0.9459459459459459
graph,1731,raw,all,9,0.9,1.0,True,125,0.9667030119895935,0.968
graph,1731,raw,5101,0,0.0,0.1,False,0,,
graph,1731,raw,5101,1,0.1,0.2,False,0,,
graph,1731,raw,5101,2,0.2,0.3,False,0,,
graph,1731,raw,5101,3,0.3,0.4,False,0,,
graph,1731,raw,5101,4,0.4,0.5,False,0,,
graph,1731,raw,5101,5,0.5,0.6,False,1,0.541254997253418,1.0
graph,1731,raw,5101,6,0.6,0.7,False,4,0.6626405864953995,1.0
graph,1731,raw,5101,7,0.7,0.8,False,9,0.7560055322117276,1.0
graph,1731,raw,5101,8,0.8,0.9,False,6,0.8631859024365743,1.0
graph,1731,raw,5101,9,0.9,1.0,True,25,0.9716852068901062,0.96
graph,1731,raw,5102,0,0.0,0.1,False,0,,
graph,1731,raw,5102,1,0.1,0.2,False,0,,
graph,1731,raw,5102,2,0.2,0.3,False,0,,
graph,1731,raw,5102,3,0.3,0.4,False,0,,
graph,1731,raw,5102,4,0.4,0.5,False,0,,
graph,1731,raw,5102,5,0.5,0.6,False,1,0.5634146332740784,1.0
graph,1731,raw,5102,6,0.6,0.7,False,2,0.6860853731632233,1.0
graph,1731,raw,5102,7,0.7,0.8,False,5,0.7344157576560975,1.0
graph,1731,raw,5102,8,0.8,0.9,False,9,0.86246657371521,0.8888888888888888
graph,1731,raw,5102,9,0.9,1.0,True,28,0.9661118771348681,0.9285714285714286
graph,1731,raw,5103,0,0.0,0.1,False,0,,
graph,1731,raw,5103,1,0.1,0.2,False,0,,
graph,1731,raw,5103,2,0.2,0.3,False,0,,
graph,1731,raw,5103,3,0.3,0.4,False,0,,
graph,1731,raw,5103,4,0.4,0.5,False,0,,
graph,1731,raw,5103,5,0.5,0.6,False,0,,
graph,1731,raw,5103,6,0.6,0.7,False,3,0.6265302896499634,1.0
graph,1731,raw,5103,7,0.7,0.8,False,5,0.745869493484497,1.0
graph,1731,raw,5103,8,0.8,0.9,False,9,0.8473169008890787,0.8888888888888888
graph,1731,raw,5103,9,0.9,1.0,True,28,0.9677698186465672,1.0
graph,1731,raw,5104,0,0.0,0.1,False,0,,
graph,1731,raw,5104,1,0.1,0.2,False,0,,
graph,1731,raw,5104,2,0.2,0.3,False,0,,
graph,1731,raw,5104,3,0.3,0.4,False,0,,
graph,1731,raw,5104,4,0.4,0.5,False,1,0.4894590675830841,1.0
graph,1731,raw,5104,5,0.5,0.6,False,1,0.5907286405563354,1.0
graph,1731,raw,5104,6,0.6,0.7,False,3,0.6583117842674255,1.0
graph,1731,raw,5104,7,0.7,0.8,False,11,0.768093385479667,1.0
graph,1731,raw,5104,8,0.8,0.9,False,9,0.8330264621310763,1.0
graph,1731,raw,5104,9,0.9,1.0,True,20,0.9684788137674332,0.95
graph,1731,raw,5105,0,0.0,0.1,False,0,,
graph,1731,raw,5105,1,0.1,0.2,False,0,,
graph,1731,raw,5105,2,0.2,0.3,False,0,,
graph,1731,raw,5105,3,0.3,0.4,False,0,,
graph,1731,raw,5105,4,0.4,0.5,False,0,,
graph,1731,raw,5105,5,0.5,0.6,False,1,0.5584462285041809,1.0
graph,1731,raw,5105,6,0.6,0.7,False,5,0.668019425868988,1.0
graph,1731,raw,5105,7,0.7,0.8,False,10,0.7521204292774201,1.0
graph,1731,raw,5105,8,0.8,0.9,False,4,0.85150545835495,1.0
graph,1731,raw,5105,9,0.9,1.0,True,24,0.95947844038407,1.0
graph,1731,calibrated,all,0,0.0,0.1,False,0,,
graph,1731,calibrated,all,1,0.1,0.2,False,0,,
graph,1731,calibrated,all,2,0.2,0.3,False,0,,
graph,1731,calibrated,all,3,0.3,0.4,False,0,,
graph,1731,calibrated,all,4,0.4,0.5,False,1,0.488881379365921,1.0
graph,1731,calibrated,all,5,0.5,0.6,False,4,0.5668896734714508,1.0
graph,1731,calibrated,all,6,0.6,0.7,False,14,0.6595225163868496,1.0
graph,1731,calibrated,all,7,0.7,0.8,False,38,0.7551492985926176,1.0
graph,1731,calibrated,all,8,0.8,0.9,False,39,0.8519416726552523,0.9487179487179487
graph,1731,calibrated,all,9,0.9,1.0,True,128,0.9698776863515377,0.96875
graph,1731,calibrated,5101,0,0.0,0.1,False,0,,
graph,1731,calibrated,5101,1,0.1,0.2,False,0,,
graph,1731,calibrated,5101,2,0.2,0.3,False,0,,
graph,1731,calibrated,5101,3,0.3,0.4,False,0,,
graph,1731,calibrated,5101,4,0.4,0.5,False,0,,
graph,1731,calibrated,5101,5,0.5,0.6,False,1,0.5435055494308472,1.0
graph,1731,calibrated,5101,6,0.6,0.7,False,3,0.6581526001294454,1.0
graph,1731,calibrated,5101,7,0.7,0.8,False,10,0.7613362550735474,1.0
graph,1731,calibrated,5101,8,0.8,0.9,False,4,0.8596598654985428,1.0
graph,1731,calibrated,5101,9,0.9,1.0,True,27,0.9706907206111484,0.9629629629629629
graph,1731,calibrated,5102,0,0.0,0.1,False,0,,
graph,1731,calibrated,5102,1,0.1,0.2,False,0,,
graph,1731,calibrated,5102,2,0.2,0.3,False,0,,
graph,1731,calibrated,5102,3,0.3,0.4,False,0,,
graph,1731,calibrated,5102,4,0.4,0.5,False,0,,
graph,1731,calibrated,5102,5,0.5,0.6,False,1,0.5668507218360901,1.0
graph,1731,calibrated,5102,6,0.6,0.7,False,1,0.6811690330505371,1.0
graph,1731,calibrated,5102,7,0.7,0.8,False,6,0.7391220728556315,1.0
graph,1731,calibrated,5102,8,0.8,0.9,False,9,0.8738559616936578,0.8888888888888888
graph,1731,calibrated,5102,9,0.9,1.0,True,28,0.9708362583603177,0.9285714285714286
graph,1731,calibrated,5103,0,0.0,0.1,False,0,,
graph,1731,calibrated,5103,1,0.1,0.2,False,0,,
graph,1731,calibrated,5103,2,0.2,0.3,False,0,,
graph,1731,calibrated,5103,3,0.3,0.4,False,0,,
graph,1731,calibrated,5103,4,0.4,0.5,False,0,,
graph,1731,calibrated,5103,5,0.5,0.6,False,0,,
graph,1731,calibrated,5103,6,0.6,0.7,False,3,0.633119801680247,1.0
graph,1731,calibrated,5103,7,0.7,0.8,False,4,0.7439809292554855,1.0
graph,1731,calibrated,5103,8,0.8,0.9,False,9,0.847723748948839,0.8888888888888888
graph,1731,calibrated,5103,9,0.9,1.0,True,29,0.9702136948190886,1.0
graph,1731,calibrated,5104,0,0.0,0.1,False,0,,
graph,1731,calibrated,5104,1,0.1,0.2,False,0,,
graph,1731,calibrated,5104,2,0.2,0.3,False,0,,
graph,1731,calibrated,5104,3,0.3,0.4,False,0,,
graph,1731,calibrated,5104,4,0.4,0.5,False,1,0.488881379365921,1.0
graph,1731,calibrated,5104,5,0.5,0.6,False,1,0.5955836772918701,1.0
graph,1731,calibrated,5104,6,0.6,0.7,False,3,0.6663337151209513,1.0
graph,1731,calibrated,5104,7,0.7,0.8,False,8,0.7686724215745926,1.0
graph,1731,calibrated,5104,8,0.8,0.9,False,12,0.8357010185718536,1.0
graph,1731,calibrated,5104,9,0.9,1.0,True,20,0.9728474020957947,0.95
graph,1731,calibrated,5105,0,0.0,0.1,False,0,,
graph,1731,calibrated,5105,1,0.1,0.2,False,0,,
graph,1731,calibrated,5105,2,0.2,0.3,False,0,,
graph,1731,calibrated,5105,3,0.3,0.4,False,0,,
graph,1731,calibrated,5105,4,0.4,0.5,False,0,,
graph,1731,calibrated,5105,5,0.5,0.6,False,1,0.5616187453269958,1.0
graph,1731,calibrated,5105,6,0.6,0.7,False,4,0.6698319613933563,1.0
graph,1731,calibrated,5105,7,0.7,0.8,False,10,0.7522275269031524,1.0
graph,1731,calibrated,5105,8,0.8,0.9,False,5,0.8528912305831909,1.0
graph,1731,calibrated,5105,9,0.9,1.0,True,24,0.964963915447394,1.0
